index, path, x, y, id,Shape,Color, parent, child, type, size
44,1,116.5550424,140.9737053,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,2,126.9562301,150.8327253,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,3,137.3516617,158.2230911,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,4,147.7742654,163.4886423,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,5,158.2569695,166.973219,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,6,168.8327021,169.0206609,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,7,184.94276,170.1493457,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,8,207.0557673,169.833459,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,9,224.2592813,169.7352434,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,10,236.084678,170.3805134,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,11,248.2336008,171.9955276,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,12,260.7389779,174.9241257,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,13,273.6337376,179.5101477,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,14,286.9508081,186.0974333,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
44,15,293.778,190.249,Medicine to LSD stays in the spinal fluid for years,Shape, Medicine, Medicine, LSD stays in the spinal fluid for years, link, 
45,0,111.342,135.011,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,1,116.5332411,141.0055595,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,2,126.7669508,151.1092817,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,3,136.8451439,158.9631614,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,4,146.8192365,164.8840223,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,5,156.7406444,169.1886881,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,6,166.6607838,172.1939826,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,7,181.6510869,174.958655,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,8,202.1136006,177.0541067,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,9,223.4965283,179.6549001,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,10,240.3851854,183.46184,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,11,252.146153,187.4778181,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,12,264.3685961,193.0458384,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,13,277.1039308,200.4827247,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
45,14,283.68,205.001,Medicine to Chewing gum takes 7 years to digest,Shape, Medicine, Medicine, Chewing gum takes 7 years to digest, link, 
46,0,111.342,135.011,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,1,116.509842,141.0362564,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,2,126.5638007,151.3757914,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,3,136.3015091,159.6763481,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,4,145.7942276,166.228717,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,5,155.1132163,171.3236888,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,6,164.3297355,175.2520538,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,7,178.1182659,179.5933181,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,8,196.8094255,184.012592,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,9,216.3733918,188.9996687,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,10,231.9620859,194.5120262,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,11,242.9242184,199.5759967,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,12,254.4252237,206.0904753,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,13,266.5363621,214.3462524,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
46,14,272.843,219.218,Medicine to Tongue-rolling is genetic,Shape, Medicine, Medicine, Tongue-rolling is genetic, link, 
47,0,111.342,135.011,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,1,116.4849056,141.0657183,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,2,126.3473038,151.6315794,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,3,135.7221581,160.3608451,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,4,144.7018766,167.5193215,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,5,157.6327178,175.8932571,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,6,174.3533408,184.0415994,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,7,191.1567686,190.6912952,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,8,208.7822666,197.9687937,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,9,227.9691006,208.0005442,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,10,243.8285673,218.611027,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,11,255.2744967,227.6529116,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
47,12,261.294,232.864,Medicine to Catching warts from toads,Shape, Medicine, Medicine, Catching warts from toads, link, 
48,0,111.342,135.011,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,1,121.3790596,146.7054546,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,2,139.3889443,165.0437583,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,3,155.4118682,178.2607925,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,4,170.3662529,188.2920024,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,5,185.1705205,197.0728335,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,6,200.7430928,206.538731,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,7,218.0023916,218.6251401,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,8,237.8668389,235.2675063,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
48,9,249.063,245.902,Medicine to Pre-workout stretching,Shape, Medicine, Medicine, Pre-workout stretching, link, 
49,0,111.342,135.011,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,1,121.2697759,146.8106211,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,2,138.4761519,165.922168,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,3,153.0728911,180.5116836,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,4,166.1671108,192.333043,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,5,185.4130352,208.7113906,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,6,207.5058247,228.7269336,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,7,225.6611382,247.014418,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
49,8,236.182,258.299,Medicine to Vegetarians can't get enough protein,Shape, Medicine, Medicine, Vegetarians can't get enough protein, link, 
50,0,111.342,135.011,Medicine to Drink 8 glasses of water a day!,Shape, Medicine, Medicine, Drink 8 glasses of water a day!, link, 
50,1,167.013875,202.516,Medicine to Drink 8 glasses of water a day!,Shape, Medicine, Medicine, Drink 8 glasses of water a day!, link, 
50,2,222.685,270.021,Medicine to Drink 8 glasses of water a day!,Shape, Medicine, Medicine, Drink 8 glasses of water a day!, link, 
51,0,111.342,135.011,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,1,121.0358354,147.0035557,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,2,136.5221587,167.5336514,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,3,148.0658843,184.6410049,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,4,157.1780513,199.7463506,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,5,169.5925273,221.7584609,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,6,185.0355913,247.2576846,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,7,199.5319146,268.5623428,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
51,8,208.607,281.039,Medicine to Alcohol kills brain cells,Shape, Medicine, Medicine, Alcohol kills brain cells, link, 
52,0,111.342,135.011,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,1,120.9117896,147.0908042,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,2,135.4860601,168.2624009,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,3,145.4109282,186.5083999,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,4,152.411605,203.0989028,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,5,158.2133013,219.3040112,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,6,164.541228,236.3938267,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,7,173.1205962,255.6384507,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,8,185.6766167,278.3079849,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
52,9,193.985,291.324,Medicine to Most body heat is lost through the head,Shape, Medicine, Medicine, Most body heat is lost through the head, link, 
53,0,111.342,135.011,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,1,116.3069137,141.2125067,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,2,124.8019815,152.905993,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,3,131.5868332,163.7712104,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,4,136.9048249,173.9494799,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,5,142.6637908,188.2379958,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,6,147.4797239,206.2040266,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,7,150.8086238,223.9660398,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,8,154.5973381,242.6546018,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,9,160.7927146,263.4002791,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,10,168.1897695,280.9896252,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,11,174.8872045,293.9475412,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
53,12,178.857,300.849,Medicine to Drink 8 glasses of water daily,Shape, Medicine, Medicine, Drink 8 glasses of water daily, link, 
54,0,111.342,135.011,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,1,116.2732429,141.2313774,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,2,124.5096526,153.0698279,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,3,130.8045525,164.2096374,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,4,135.4298528,174.7761231,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,5,138.6574636,184.8946025,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,6,140.7592952,194.6903929,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,7,142.3960098,209.0531685,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,8,143.1758965,228.2437534,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,9,144.3470488,248.3992954,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,10,146.7907488,264.7522949,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,11,149.6751116,276.4779993,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,12,153.8808865,289.0088713,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,13,159.6799836,302.4702281,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
54,14,163.262,309.589,Medicine to Marijuana is a gateway drug,Shape, Medicine, Medicine, Marijuana is a gateway drug, link, 
55,0,111.342,135.011,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,1,116.2386538,141.2485035,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,2,124.2093501,153.2185175,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,3,130.0009331,164.6075363,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,4,133.914645,175.5263549,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,5,136.251728,186.0857682,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,6,137.3134243,196.3965712,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,7,137.1735859,211.6389951,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,8,135.334875,232.1261768,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,9,133.8169766,253.6132256,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,10,134.338814,270.9178756,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,11,136.0421353,283.228413,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,12,139.1812495,296.2874943,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,13,144.0573989,310.2059144,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
55,14,147.241,317.522,"Medicine to If you've used LSD, you're legally insane.",Shape, Medicine, Medicine, If you've used LSD you're legally insane., link, 
56,0,111.342,135.011,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,1,116.2032328,141.2638419,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,2,123.9018255,153.3516849,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,3,129.1779892,164.9638961,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,4,132.3630058,176.1982626,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,5,133.7881568,187.1525714,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,6,133.7847242,197.9246097,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,7,131.8256594,213.9548193,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,8,127.3054929,235.603165,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,9,123.9336655,252.4732926,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,10,122.3156469,264.2052372,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,11,121.5880167,276.439421,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,12,122.0820567,289.2736312,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,13,124.1290486,302.8056549,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,14,128.0602741,317.1332792,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
56,15,130.836,324.626,Medicine to Waking sleepwalkers is dangerous,Shape, Medicine, Medicine, Waking sleepwalkers is dangerous, link, 
57,0,111.342,135.011,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,1,116.1670747,141.2773522,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,2,123.5879027,153.468981,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,3,128.3379242,165.2777831,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,4,130.7790862,176.7900877,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,5,131.2733352,188.0922238,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,6,130.1826183,199.2705206,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,7,126.36649,215.9946118,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,8,119.1091077,238.6657007,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,9,113.6226796,256.3259326,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,10,110.6230486,268.5741043,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,11,108.5720789,281.3027404,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,12,107.8317174,294.59817,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,13,108.7639108,308.5467221,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,14,111.7306059,323.2347259,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
57,15,114.09,330.883,"Medicine to An ""Autism Epidemic""",Shape, Medicine, Medicine," An ""Autism Epidemic""", link, 
58,0,111.342,135.011,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,1,116.1302747,141.2889999,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,2,123.2684057,153.5701058,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,3,127.4829415,165.5483947,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,4,129.1670373,177.300317,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,5,128.7138484,188.9023227,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,6,126.5165302,200.4308621,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,7,120.8103374,217.7531567,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,8,110.7670767,241.3059526,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,9,103.1284327,259.6473215,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,10,98.72259882,272.3405172,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,11,95.32472247,285.4953979,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,12,93.32795892,299.1884139,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,13,93.12546344,313.4960153,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,14,95.1103913,328.4946524,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
58,15,97.046,336.277,Medicine to George Washington smoked cannabis,Shape, Medicine, Medicine, George Washington smoked cannabis, link, 
59,0,111.342,135.011,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,1,116.0929306,141.2987505,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,2,122.9441841,153.6547601,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,3,126.6153138,165.774932,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,4,127.5311434,177.7274475,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,5,126.1164967,189.5804876,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,6,122.7961975,201.4022335,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,7,115.1719519,219.225322,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,8,102.3015286,243.5162678,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,9,92.47874295,262.4278905,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,10,86.64582651,275.4936755,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,11,81.88102359,289.0054344,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,12,78.60915793,303.0313482,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,13,77.25505325,317.6395983,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,14,78.24353329,332.8983657,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
59,15,79.749,340.793,"Medicine to Hair products can ""repair"" your hair",Shape, Medicine, Medicine," Hair products can ""repair"" your hair", link, 
60,0,111.342,135.011,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
60,1,113.8239063,138.1668841,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
60,2,118.0428232,144.4310605,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
60,3,121.3161369,150.6381914,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
60,4,123.7009573,156.7959688,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
60,5,125.7371903,165.9569244,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
60,6,125.8754644,178.0705895,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
60,7,123.4877392,190.1253021,Medicine to You can get high from banana peel,Shape, Medicine, Medicine, You can get high from banana peel, link, 
